SMILES,Homo-lumo gap (ev),Lumo(ev),Wavelength(nm)
CC([C]C=CC(=O)OC)O,2.46177917,-3.41280362,1146.12
CCO/C(=O)OC,7.55976002,0.01714293,218.98
CC(CC1C(O1)CCO)O,8.30915096,1.38449568,171.38
CC(=C)CCC=CC(=C)C,5.51703025,-0.37197437,228.54
CCO/C=C/F,6.79240982,0.80979936,182.66
CC(=C1[C@@H](CCC1=O)O)C,4.69825126,-1.48816959,386.48
CC1O[C@@H]1[C@]2(C)C(=O)OC2,6.54315706,-0.91347327,250.77
CC1C=C2CCC1C2,3.53144358,-1.54721746,389.42
CC1O[C@@H]1CC(=O)OCC,6.67295353,-0.41306298,253.49
CC1O[C@@H](C[C@@H](O1)C)O,8.26289226,1.56789782,168.44
CCOCF,10.25609801,2.4789221,135.84
CC[C@H]1OO[C@@H](O1)C,8.71758807,2.02041675,176.85
CCO/C(=C/F)/F,7.01581213,0.61714548,178.78
C1COCC=C1CC2CCC2=O,5.38288002,-0.8680309,323.01
CC[C@H]1O[C@@H](OO1)C,8.71894862,2.02259363,176.8
CC[C@H]1O[C@H](OO1)C,8.5769072,2.01034868,181.02
C[C@@H]1[C@H]([C@H]2COC[C@H]2C1)O,7.71785593,1.31864506,177.44
C1[C@H]2[C@@H]([C@@H]([C@H]1O)CO)CC2,7.86996542,1.36762486,183.86
CCOC#C,8.24792621,1.6190545,188.58
CC(/C(=O)[CH2])C(=C[O])C,1.05088882,-4.57607387,1442.42
CC(/C(=C/CO)/C)O,6.4354015,0.03047632,208.42
CC1O[C@@H]2COC([C@@H]2O1)O,8.12003451,1.18748804,175.15
CC[C@H]1O[C@@H]1C(=O)O,6.40138775,-1.02014039,269.17
CC1O[C@@H]1CCCC=C,7.37363678,0.54095468,179.98
CCO/C(=C/C(=O)/F)/O,5.29580482,-1.47864574,268.28
CC1=[O+][C](CC1)(C)C,6.15648875,-7.23867022,234.21
CC[C@H]1C[C@@]1(C)O,8.06452407,1.37986981,180.67
CC1O[C@@H]2[C@H]1CC(=C)C2,6.69907609,0.25387863,208.66
CC[C@H]1OC[C@@H](O1)C,8.81228235,2.15538331,158.93
CCO/C=C/C#C,5.63675865,-0.15428637,220.77
CCO/C(=O)/C=C/C,5.70505826,-1.41361145,293.67
C1C/C=C/C(CC1)CO,6.8163555,0.45061416,192.14
CC[C@H]1[C@@]2(O1)COC2=O,6.26152321,-1.47075455,263.38
CC1OCC(CO1)C(=O)C,5.8694127,-0.79075166,307.99
CC[C@H]1[C@@](O1)(C)CO,8.17064697,1.28789663,174.92
C[C@@H]([C@H]1[C@@H](OC[C@@H]1O)OC)CO,8.14234753,1.40245494,171.09
CC(=C/1CCCCC1)C=O,4.89308202,-1.64136752,374.98
CC(/C(C)/C=C/OC)O,6.6340418,1.06286166,195.69
CC[C@H]1[C@@](O1)(C)CO,8.07513636,1.32571992,177.76
C1C/C=C/CCC(C1)O,6.96819288,0.54204312,185.31
CC1(C=C[C@H]2[C@H]1CC2=O)C,5.46288036,-0.81633,315.36
CCOC=O,6.87322649,-0.7591869,252.66
CC1OC(OO1)CCCC=O,5.5836972,-1.00925599,314.32
CC1O[C@@H]2C=CCC[C@@H]2O1,6.99948553,0.29142981,201.61
CC[C@H]1OOCOOO1,7.86180212,0.49333543,201.87
CC[C@H]1O[C@H](OO1)C,8.34316471,1.86041607,185.79
CC1O[C@@H]2C=CCC[C@H]2O1,6.86506319,0.31483127,199.96
C[C@@H]1[C@H]([C@H](O[C@@H]1CO)OC)O,8.17853816,1.52789765,175.25
CC1O[C@@H]1[C@H](COC(=O)C)O,6.82424669,-0.1687082,246.38
CC1CC1CC=CCC=C,6.49390515,0.27428688,211.38
CC[C@H]1OO[C@@H](OO1)C,7.72411446,0.71619352,195.17
CC(/C(C)OC=O)C=C,6.312952,-0.66884638,249.23
CC[C@H]1OC[C@@H](O1)C,8.98643275,2.27456749,154.72
CC(/C(C=C)(C)C)O,7.24601719,0.39074996,187.3
CC1OC[C@H]([C@@H](O1)CO)O,7.6000323,1.07619505,185.63
CC[C@H]1[C@@](O1)(C)CO,8.17037486,1.28762452,174.93
CCO/C=C/[C@H](C)O,6.47186424,0.66748583,193.41
CC1O[C@@H]1CC2COCC2,8.44928761,1.88545019,166.26
CC[C@H]1[C@@](O1)(C)CO,8.07595269,1.32626414,177.74
CCO/C=C/F,6.80084523,0.83102394,184.16
CC1(C[C@H]2[C@@H]1[C@H](C2)O)C,8.1850688,1.51402004,177.68
C[C@@H]1[C@H]([C@H]2CC[C@@H]1C2)C,9.62017694,2.04245766,143.09
CC(=O)C1C2C1CCCC2,5.71893587,-0.75211204,316.46
CC[C@H]1[C@@]2(O1)CCOC2=O,6.23975441,-0.96490206,268.69
CCOCF,9.46697901,2.01660721,148.3
CC[C@H]1[C@@H]2[C@@H](O2)C(O1)O,8.35677021,1.2898014,174.99
CCOC/C=C/C(=O)O,5.41281212,-1.65796623,297.11
C1C/CC(CCCCOO)O1,7.87704028,1.47021033,180.47
CC(/C(CF)C=C)(O)O,6.93717234,0.0027211,200.79
CCO/C=C/[C]O,3.61606979,-1.52218334,540
CC1O[C@@H]2[C@H](CCCO2)OO1,8.02506812,1.31674029,178.69
CCO/C=C/O/C=C/C,5.64328929,0.40734867,236.52
CC1OC[C@H](OCCO1)C,8.38615809,1.6272178,169.02
CC(C)[C@H]([C@H](CO)C=C)O,7.10288733,0.53306349,189.89
CCO/C(=C/C)/C=C,5.17036211,-0.34884502,243.66
CC(=CO[C@H]1CCCCO1)OC,6.15567242,1.27728434,212.9
CC[C@H]1OC(OO1)(C)C,8.23159961,1.84599424,186.11
CC1OCCCCCC1=O,5.52274456,-0.77333662,322.17
CC1O[C@@H]2CCCC[C@@H]2O1,8.6231659,1.94939604,160.21
CC(/C(C/C=C/O)C)O,6.65880381,0.96190885,212.29
CC[C@H]1[C@@H]2[C@@H](O2)C(O1)O,8.97255514,1.78531371,161.44
CC[C@H]1C[C@@H]1CC,9.48983625,2.47375201,148.58
CCOCF,9.22915487,1.9673553,153.22
CC[C@H]1[C@@H](CCO1)C,8.42207661,2.01116501,166.07
CC(C(O)(F)F)(F)F,10.29228864,0.92462978,139.68
CC[C@H]1[C@@](O1)(C)CC,8.78153392,2.07429453,160.31
CC(CO)COCC(CO)O,8.1633,1.24327059,177.95
CC1O[CH]C[CH]C(CO1)C,1.30993754,-3.11076152,1011.29
CC(CCOC1CCCO1)C=O,6.01227045,-0.83782669,304.43
CC(C/C=C/OC)(OC)OC,6.56683063,0.82150009,192.87
CCO/C=C/OCCOC,6.3510474,1.23510729,206.97
CC1C2C1CC(C2)CC=O,5.82097712,-0.98884774,317.31
CC(/C(C/C=C/CO)O)O,6.57091228,0.10095281,205.82
CC(/C(C1OCCO1)O)O,8.30234821,1.47238721,171.47
CCOC=O,6.8734986,-0.7591869,252.65
CC[C@H]1[C@@](CCO1)(O)O,7.27567718,0.62013869,191.87
CCOCOC(C)O,9.28139999,1.9918452,155.16
CC1O[C@@H]2[C@H](CCCO2)OO1,8.33581774,1.48653693,177.3
CC([C]COC=C)OC,2.69171212,-2.64109966,1182.73
CC(C=CC=O)O,4.89199358,-2.07592719,384.67
CC(COC)C1OCCCO1,8.69309817,2.29633629,158.4
CC[C@H]1C(=O)C2C(O2)CO1,5.44900275,-1.32980157,328.04
CC[C@H]1[C@H](COC1=O)C,6.67540252,-0.37115804,255.12
CC(/C(C1(CC1)C)O)O,8.30697408,1.41932576,173.25
CCOCO/C(=C/C=O)/C,4.96355851,-1.53442829,366.43
CC[C@H]1[C@@](O1)(C)CC,9.13037894,2.38422782,156.34
CCOC#CCCCO,7.63023651,1.34367918,197.22
CCO/C/C=C/C(=O)O,5.47621375,-1.77742252,302.31
CCO/C=C/C(=O)OCC,5.44845853,-1.11592311,279.92
C1C/C=C/CCC/C=C/C1,6.69281756,0.5278934,205.01
CCOC(OCC)F,9.59868025,1.89089239,143.95
CC[C@H]1[C@@H]2C[C@H](C1=O)C2,5.94968515,-0.42040995,299.01
CC[C@H]1[C@@H](COCO1)C,8.598676,1.92000816,160.63
CCOC/C(=C/F)/F,6.88111768,0.19374232,189.45
CC(/C(C/C=C/CO)O)O,6.8354032,0.77578561,198.22
CC(C(F)F)(OC)F,9.44058434,1.6707554,151.4
CC([C]1C[CH][CH][CH]1)C(C)O,1.93442999,-2.99620321,907.05
CCOC=[O+]CCC,5.49498934,-7.7388084,261.79
CC[C@H]1[C@@H]2[C@H](O1)OCCO2,8.43051202,1.51184316,171.28
CC1C(COCO1)(C)CO,7.86044157,1.44055034,177.39
CCO/C=C/OCCOC,6.5877831,1.43755713,203.07
C1C/CC=C/C=C/CCC1,6.20519644,0.23347038,213.45
CCO/C=C/[C@H](C)O,6.45036755,0.7102071,194.39
CCO/C=C/C=C,5.02070161,-0.36081786,244.69
CCOC1OC[C@@H](O1)C,9.37092418,2.22912512,147.73
C[C@@H]1[C@H]([C@H]2[C@@H]1CCCC2)C,9.04684117,1.89470193,154
CC1([CH]C1C[C]2[C][CH][CH][CH][C]2[CH])O,0.72408471,-4.2938958,3182.98
CCO/C(=C/OC)/C=O,4.45090327,-1.44980208,371.65
CC(=CCC(CC=C)OC)C,6.36955088,0.40299491,212.47
CC(/C(C/C#C)OC)CO,8.05853765,1.46803345,180.5
CCO[C@@H](C)C=O,5.52464933,-1.14884842,327.57
CC(/C(C=C(C)C)C=O)O,4.95267411,-1.15075319,334.79
CC[C@H]1[C@@H]([C@H](O1)CO)C,7.95840117,1.38558412,176.09
CCO/C/C(=C/C)/C,6.5796198,0.48000204,205.75
CC(C#COCC=C)O,6.42914297,0.06176897,218.7
CCOC1=C(OCC1)C,6.16492416,1.50585674,216.64
CC([C]1C[CH][CH][CH]1)C(C)O,2.95620304,-2.49742558,611.71
CCOCC#C/C=C/C,5.67811937,-0.34721236,228.72
CCOC/1OCCO1,9.22561744,1.79919132,150.57
CC[C@H]1[C@@H]([C@@H]2OC[C@H]1O2)O,8.21391246,1.44299933,176.09
CCOC/C#C/C=O,5.13362726,-2.07538297,366.47
CC([C]CF)C(C)(C)OC,2.87021628,-2.50450044,987.41
CCOC=C1C=CC=C1,4.39512072,-1.51184316,341.88
CC(C([O-])[O-])O,2.29307097,10.43487428,851.54
CCO/C(=O)OC/C=C/C,6.65363372,-0.18612324,220.61
CC[C@H]1[C@@H]([C@@H]1CO)C=C,6.92764849,0.4680292,197.32
CCOC1(CC1)O,8.66888038,1.83973571,166.39
CC(/C(C=O)C(C)C)OC,5.67811937,-0.79047955,328.22
CCOCC1=CC(OC1)O,6.85689989,0.12000051,207.61
CC[C@H]1C=CC[C@@H](O1)CO,7.18234345,0.54340367,198.85
CC(C=C(C)C(=O)O)O,5.15403551,-1.59646937,322.54
CC(C#CCC#C)O,7.86425111,0.88354117,191.77
CCO/C/C(=C/C=C)/C,5.40356038,-0.52054643,224.24
CC(CCC1OCCO1)CCO,8.67813212,1.85062011,171.73
CC1O[C@@H]2[C@H]1CCCCC2,8.38153222,1.93334155,165.38
CCOC#C/C=C/CO,5.6136293,-0.61388016,266.61
CCO/C/C(=C/C)/C,6.52683046,0.47238296,207.03
CC(C#CC#CCO)O,6.19213516,-0.53932202,258.61
CC1CC2CC(C1C2)C=C,7.10016623,0.43945765,177.67
CCOC/C=C/OCC,6.95921325,1.23701206,179.29
CCOC=[O+]CCC,5.69961606,-7.63295761,251.73
CC[C@H]1[C@@]2(O1)CCCOC2=O,6.17499223,-0.99673893,272.14
CCO/C(=O)/C=C/C,5.71594266,-1.33551588,292.72
CC(C(F)F)OCF,9.46888378,1.69851062,149.36
CCOCO[C@@H](C)C=O,5.31947839,-1.71483722,341.22
CC(COCCOC(C)COC)O,7.94996576,1.39075421,181.6
CC(C(=C)C)O,6.77227368,0.21741589,200.95
CC[C@H]1[C@@H]2CC[C@@H](C2)C1=O,5.83839216,-0.48408369,307.1
CC1OC2CCCC(C2)C1O,7.65363797,1.30476745,181.4
CC1O[C@@H]2CCCC[C@H]2OC1=O,6.26424431,-0.6340163,263.91
CC[C@H]1[C@@]2(O1)COCOCO2,9.31677429,2.10531507,152.75
CC(/C(C1CCCC1)C)O,8.47377751,1.56871415,175.33
CC(C=C=O)C=O,4.64165238,-1.87293313,397.08
CC(CO)(C=O)O,5.52492144,-1.387761,327.36
CCO/C/C/C=C/C=C/C,5.10859314,-0.41415142,244.24
CC(C=C(O)O)O,6.33281603,0.77469717,237.54
CCOC(=O)CC1CCC1,6.7646546,-0.31619182,251.45
CC[C@H]1[C@@]2(CCC[C@H]2O1)O,8.24384456,1.38694467,173.88
CC1COC2C1CC=C(C2)C,6.73962048,0.62013869,193.77
CCOC/C#C/C=C/C,5.69090854,-0.37442336,236.51
CC(C#C/C=C/C(=O)O)O,4.81389801,-2.06477068,318.06
CCOCO/C=C/C=O,5.18696082,-1.66939485,353.33
CC(C#CCO)C=O,5.64220085,-1.24054949,318.86
CC(COC1=COC=C1)O,6.18478819,0.36979749,208.19
CC(/C(C)COC)CCO,8.50915181,1.69361264,172.75
CCO/C/C=C/C=C/OCC,5.3197505,-0.24517111,228.78
CC(C=C1CC1)O,6.86397475,0.40598812,211.55
CCO/C/C/C=C/CCC=C,6.92900904,0.47102241,191.79
CC(COC(=O)C)F,6.92955326,-0.60898218,246.5
CC(C=C(F)F)F,7.156493,-0.15673536,167.42
CCO[C@@H](CC)C(=O)[O-],4.96301429,5.37825415,312.16
CC(C#CO)(O)O,6.99268278,0.26421881,215.86
CC(C#C)OC,8.054456,1.18041318,186.67
CCOC(/C(=C/C)/C)O,6.88111768,0.50013818,185.63
CCO/C=C/CCCO,6.36900666,1.07973248,199.77
CC(C/1CCCCC/C=C1)O,5.30396812,0.56435614,279.26
CC[C@H]1OC[C@H](O1)CCC,8.84575188,2.14613157,155.97
CCOC#COCC(C)O,6.81689972,1.14122934,210.51
CC(C([O-])[O-])O,1.52898609,9.86888548,1501.86
CC(C/1C(=O)C1)C,4.88927248,-0.93633051,393.53
CC(C#CO)O,6.9850637,0.30884485,214.49
CCOCO/C(=C/C=O)/C,5.04981738,-1.4884417,358.53
CC(COC=O)C(=C)C,5.83839216,-0.74149975,251.79
CC(C#COCC=C)O,6.02533173,-0.21279002,240.32
CC(C(F)(F)F)F,11.22535383,1.40245494,128.05
CC(C#CC=C)OC,5.90233801,-0.36898116,227.15
CC(COC(F)(F)F)F,10.91596476,1.80463352,127.29
CCOCCC(=C)C(=O)[O-],3.96818013,4.00164966,452.17
CC[C@H]1[C@@](CCCO1)(C)O,7.99268703,1.57796589,177.67
CC(C=C)OC=C,5.98995743,0.06993227,239.96
CCO/C(=C/OC)/C=C,4.99104162,-0.05578255,251.9
CC1(CCCCC1)OCOC,8.60792774,1.87402157,160.67
CC(CC#CCOC)O,7.76520307,1.18395061,195.01
CCOCO/CC#C/CO,7.3115957,0.54558055,209.43
CCOC1=[O+]CCCC1,6.31431255,-6.86832851,227.6
CC(C#COC(=O)O)O,6.43104774,-0.74258819,228.22
CC(C#CC1C=C1CC)C,5.17607642,-0.46476388,261.46
CC(C=C(O)O)O,6.35785015,0.83837091,237.03
CC(C#C/C=C/C=O)OC,4.61661826,-2.25171025,396.7
CC(C#CC=O)O,5.22832154,-2.05796793,362.34
CC(COC=O)F,6.92438317,-1.01034443,251.44
CCO/C/1=C/CCCCC1,6.34587731,1.07701138,199.17
CC(C#CO)C1(CC1)O,6.78696762,0.27891275,222.21
CC(CO)(O)OC,7.94180246,1.27646801,180.21
CCOCOCOCC#C,7.89799275,0.85252063,189.93
CCOC(=O)C#CCCOOC,5.469411,-1.36517587,289.07
CC(/C(CCCCC#C)O)CO,7.97527199,1.30095791,179.87
CCOCCOC(=O)C(C)CO,6.3592107,-0.56190715,253.94
C[C@@H]([C@H]1[C@@H](OC[C@H]1CCC)C)CO,7.66833191,1.23565151,178.35
CC(C=CC#C)C=C,5.89145361,-0.50993414,234.15
CCO/C/1=C/CCCCC1,6.32873438,1.05986845,199.17
CC(C([O-])(F)F)(F)F,6.38995913,6.64356565,217.9
CC1([C@@H](CCC[C@@H]1O)C=C)C,7.37064357,0.60462842,182.2
CCOC/C(=C/C)OC,6.19621681,0.56517247,209.41
CC[C@H]1CCC[C@H](O1)[C@@H](C)O,8.43622633,1.6816398,167.96
CCO/C/C/C/C=C/C=C/C,5.12981772,-0.51728111,244.95
CC[C@H]1O[C@@H]2CCCC[C@@H]2O1,8.53745125,1.91211697,162.18
CC(C=C=C)C(C)C#C,3.03184962,-1.89198083,607.14
CC(CO)[C@]1(C[C@@H]1O)C,7.62261743,1.44163878,184.34
CC(C=C)C(=C)C=C,5.55213244,-0.57197522,229.45
CCOCO[C@@H](C)CC#C,8.09309562,1.42667273,181.98
CC(CC#CC=C)C=C,5.9211136,-0.26095349,232.75
CC(C#C/C=C/OC)O,5.63349333,-0.26204193,226.85
CC(C(O)(O)O)O,8.38479754,0.98204499,173.27
CC(C)[C@@H](CC#C)O,8.23894658,1.28109388,181.4
CC(C(O)[O-])OC,4.32056258,6.0435631,343.69
CC(C(=O)C=O)OC,3.5673621,-3.54722596,596.72
CC(C=C/C=C/C=C)O,4.67376136,-0.88571805,252.53
CCO[C@@H](C)[C@H](C)OCC,8.61037673,2.11347837,162.14
CC(C(OO)O)(F)F,8.90180654,0.93823528,167.55
CC[C@H]1[C@@H](CC[C@@]1(C)C)O,8.36928727,1.61823817,174.51
CC(C[C](F)(F)F)O,8.81935721,1.26367884,169.22
CCO/C(=C/C)/C1CCCO1,6.42342866,0.92707877,198.33
CC(C=C1CC1)C=O,5.57798289,-0.95809931,322.47
CC(CCOC)OC,8.79786052,2.26613208,158.55
CC(C#C/C=C/OC)O,5.6544458,-0.14829995,226.95
CCOC1C=CC(OC1CO)O,6.53771486,-0.07265337,223.53
CC(C=C/C=C/C=C)O,4.66532595,-1.01442608,252.82
CC(CO)OOC(=O)C=C,5.37634938,-1.77524564,304.56
CC(C)(/C=C/[CH2])O[C]=O,0.67075115,-4.65253678,1285.88
CC(C(OO)OO)(O)O,7.11077852,0.16299389,204.64
CC(C#C/C=C/CCCO)O,5.6462825,-0.53959413,233.47
CC(C(F)F)C(=O)O,6.775539,-0.73877865,254.61
CC([C]=[CH])C(=O)C,3.83239724,-2.76300494,468.03
CC1C=C1,5.11730066,-0.63864217,257.44
CC(C#CO)C1OCCO1,6.85145769,0.59456035,221.24
CC(C=C/C=C/CO)C=O,5.0449194,-0.89306502,306.99
CCOC(C1(CO1)C)OC,8.65663543,1.86585827,162.36
CC(C(F)F)(C(F)F)O,8.84058179,0.60517264,167.46
CCO/C=C/[C@H]1CCCCO1,6.39131968,0.79945918,199.87
CC(C=C1C=CC=C1)O,4.33824973,-1.6190545,348.14
CC(C(C(C)O)CO)O,8.22017099,1.42177475,175.87
CCOC(/C=C/CC)OCC,6.7619335,0.2367357,200.36
CC(C=C1CC1)C(=O)C,5.66913974,-0.6312952,308.52
CC(C=C=C)C(=O)OC,5.1564845,-0.99456205,287.78
CCOC(/C=C/C#C)OCC,5.877576,-0.76490121,239.75
CC(COC1OCCO1)O,8.61391416,1.54041471,172.12
CC(COCO)C=O,5.86369839,-1.0585079,315.19
CCOCOC[C@@H]1COCC1,8.35704232,1.99293364,163.06
CC(C#CC1=CCCCO1)O,5.4585266,-0.25932083,235.01
CCO[C@@H](CO)[C@H](C)CO,7.90778871,1.3687133,179.6
CC(COC=C(F)F)O,6.85553934,0.46748498,186.83
CC(C)[C@](C)(C(=O)O)O,6.4816602,-0.77578561,261.85
CC(COC=O)OC=O,6.86234209,-0.92979987,252.26
CC(CO)OC(C)CO,7.83105369,1.14231778,184.08
CC(C#C/C=C/C(C)O)O,5.70097661,-0.52870973,244.55
CC1C=COO1,6.13091041,0.58013852,231.24
CC(COCOCCC=C)O,7.46207253,0.40843711,181.99
CC(C#C/C=C/C=C)OC,4.6013801,-1.2843592,271.36
CC(C#CC(C)OCOC)O,7.76901261,0.90476575,192.55
CC[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1C=C,7.38669806,0.70939077,170.51
CC(C=C1C=CC=C1)O,4.20518794,-1.61197964,363.92
CC(CC(=O)[O-])OCCO,4.5904957,4.93389852,312.39
CC[C@H]1C[C@H]2C[C@@H]1C[C@H]2CO,8.56928812,1.66667375,173.93
CC(COC=C)OC,6.95377105,1.061229,178.09
CC([C]=[CH])C(C)OO,3.47974268,-3.11429895,535.57
CC[C@H]1[C@H]([C@H]1F)C,9.24330459,2.10830828,153.15
CC(C)O[C@@H]1CC=CC=C1,5.13498781,-0.59945833,265.19
CC(C#CC(C)(C)C)O,7.99867345,1.14122934,190.97
CCO[C@@H]([C@H]([C@@H](C)C)O)O,8.42751881,1.46612868,172.03
CC(COCOOC)OC=O,6.26887018,-0.45496792,262.44
CCOCOC1=CC=CC=C1C,6.14805334,0.30231421,235.82
CC(CC/C=C/C=C)O,5.687099,-0.28870871,207.91
CCOC(C)OCCC(C)O,8.54207712,1.56082296,172.26
CC(C)[C@@H]1CCOC1=O,6.67404197,-0.40598812,255.68
CC(C=C=C)C(C)(C)O,1.6136123,-2.70450129,8049.33
CC[C@H]1OOOOOO1,8.16139523,0.17986471,189.82
CCOC(=C)CC(C)(C)C,6.90724024,0.99565049,181.94
CC1COOC1=O,6.2830199,-0.94748702,249.38
CC(C)([C@@H](C(C)O)O)O,7.48955564,0.71510508,192.61
CC[C@H]1[C@H](O1)CO,8.09336773,1.25633187,180.32
CCOC(C=O)OCC(C)C,5.47458109,-1.30313479,331.58
CC[C@H]1OO[C@H](O1)C,8.46343733,1.85361332,182.22
CC(C)[C@@H]1OC[C@@H](O1)CO,8.11214332,1.38204669,172.61
CC(CC/C=C/CO)O,6.87676392,0.59292769,188.71
CC[C@H]1OOOOOOO1,7.4775828,-0.36925327,205.27
CC(CC(OO)O)C(=O)OC,6.49989157,-0.54721321,248.4
CCOC(O)(OCC)OCC,8.59350591,1.16789612,167.1
CC(CO)[C@]1(C[C@@H]1O)C,8.06425196,1.61170753,179.4
CCO/C/1=C/CCCCCC1,6.17036636,0.97333747,207.76
CC1COCO1,9.05173915,2.21171008,154.71
CC(C[C]1C[CH][CH][CH]1)C(=O)O,3.30314329,-2.33579224,517.18
CC(COC)C(=C)C(=O)O,5.65362947,-1.34748872,289.48
CC[C@H]1OOCOOO1,7.8394891,0.43483178,202.31
CCO[C@@H]([C@@H]1[C@H](O1)C)OCC,8.51105658,1.84517791,165.21
CC(CC=C)C(C)C(=O)O,6.43131985,-0.41932151,251.15
CC1COC=C1,6.65091262,1.02721525,194.75
CCO[C@@H]([C@@H]([C@@H](CO)O)OC)O,7.24792196,0.96626261,193.84
CC(C)C/C=C/CCCO,6.9469683,0.59973044,183.3
CC1COC1O,8.71405064,1.71456511,161.1
CCOCC(CC(C)(C)O)O,7.77880857,1.19918877,180.73
CC(C([O-])O)OCC(=O)C,0.92326923,2.27293483,4181.24
CC[C@H]1O[C@H](OO1)C,8.57745142,2.0108929,181.01
CC[C@H]1[C@@H]2[C@H](O1)C2,8.07268737,1.69197998,174.78
CC(C(=O)O)OCCCC=C,5.71866376,-1.08190936,264.73
CC[C@H]1[C@H](C(=O)O1)C,6.8245188,-0.75837057,247.85
CC(C(OC)OC)C(=O)[O-],4.77770738,5.11321901,304.53
CC(C=C(C)C)C(=O)OC,5.89254205,-0.36626006,252.37
CC[C@H]1[C@@](CO1)(C)O,7.8803056,1.2571482,178.53
CC1COC=CO1,6.66615078,1.21306638,201.4
CC(C=C/C=C/OC)OC,5.11213057,-0.37306281,245.39
CC[C@H]1OO[C@H](O1)C,8.57853986,2.01252556,180.97
CC(C=C/C=C/OC)OC,5.12764084,-0.19755186,235.48
CCOC(OCC)OC(C)C#C,8.20547705,0.99292939,185.21
CC1C(C1F)C,9.4775913,2.35783315,149.28
CC(C#CC1=CCCCO1)O,5.44737009,-0.26149771,234.36
CC1C(OO1)(C)C,7.3034324,1.69170787,219.13
CC[C@H]1[C@H](COC1=O)O,6.79240982,-0.38775675,249.86
CC(C(=C=C)CC=C)O,2.74667834,-1.81334104,700.54
CC(CO)[C@H]1CCC[C@@H]1O,7.87976138,1.37116229,179.37
CC[C@H]1[C@H](OOO1)C,8.15595303,1.78640215,189.06
CC[C@H]1[C@@H](OC(=O)O1)C,7.89119,0.10530657,210.17
CC[C@H]1O[C@H]2CCCCC2(C1)O,7.79350251,1.32952946,179.9
CCO/C/1C[C@H]2CCC[C@@H]1C2,8.34887902,1.89143661,166.95
CCOC(C)OC(=C(C)C)C,6.32955071,1.17769208,196
CC(COCC=C)OCC=C,6.76220561,0.29088559,211.82
CC(CC=C)C(=O)OCCO,6.32628539,-0.64136327,248.75
CC[C@H]1OO[C@@H](OO1)C,7.72411446,0.71619352,195.17
CCOC(C#CCOC)CCOC,7.69935245,0.98313343,194.56
CC[C@H]1O[C@@H](OO1)OC,8.57745142,1.59701359,180.35
CCOC1(OCC=CCO1)CC,6.77635533,-0.00707486,212.27
CC1C=C(OC1=O)C,5.68845955,-0.86394925,261.76
CC(COC1=CC=CC=C1)F,6.01526366,0.00625853,237.52
CC[C@H]1[C@@](O1)(C)CC,9.13092316,2.38449993,156.33
CC[C@H]1[C@@H]2C=CO[C@@H]2O1,6.61989208,0.54558055,199.9
CC[C@H]1[C@@H]2[C@H]1C(=O)OC2,6.51485762,-0.47755305,261.26
CCOC=COCCCC(CO)O,6.39431289,1.12245375,205.3
CC[C@H]1[C@@H](CC(=O)O1)O,6.5687354,-0.60245154,256.76
CC1C=CCOC1,7.16057465,0.50721304,202.37
CC(C#CCC1OCCCO1)O,7.5320048,0.92408556,197.14
CC(C(CC(CO)O)O)O,7.96057805,1.15456273,174.39
CC[C@H]1C=CCCO1,7.18152712,0.55619284,200.78
CC(C=C)[C@H](CCO)O,7.13037044,0.29741623,193.7
CC[C@H]1[C@@](O1)(C)OC,9.53990449,2.33688068,146.07
CC[C@H]1[C@H]([C@@H](O1)CO)C,8.24438878,1.81415737,174.02
CC(C=C1CC=CC=C1)O,4.18750079,-1.16653557,316.13
CC1COC1=O,6.83159366,-0.84462944,247.55
CC(C=C)[C@@H]1CC1(C)C,7.2707792,0.57279155,184.32
CCOCO[C@@H]1CCCC[C@H]1O,8.48221292,1.69470108,172.43
CC[C@H]1[C@H]([C@@H](O1)CO)C=O,5.31185931,-1.42912172,318.67
CC[C@H]1[C@H]([C@@H]1C(=O)O)C,6.47948332,-0.41877729,263.6
CC(C#C/C=C/CCCO)O,5.51349282,-0.52109065,237.99
CC1C(C1C=O)C,5.76002448,-0.97333747,321.5
CC1CCC(=O)C1,5.77526264,-0.63102309,313.5
CC1=[O+]C(C=C1)O,5.24002227,-8.25772217,298.07
CC1=COCCC1,6.30370026,0.92680666,204.77
CC(C(=O)CCCC=C)O,5.60737077,-0.90177254,320.52
CC[C@H]1OO1,8.36221241,1.58395231,193.31
CC1C=COC1C,6.70506251,1.08490257,191.73
CC(C#CCO)OC1CCCO1,7.30833038,0.68707775,201.96
CC(CO)[C@H]1CCC[C@@H]1O,7.96248282,1.17361043,181.89
CC(C=O)C1(CCCCC1)O,5.81689547,-0.84136412,312.27
CC1C(O1)COCC=C,7.37581366,0.74122764,185.84
CC1C(OO1)(C)C=O,4.42695759,-1.67157173,374.67
CC(CCC1=CCC=CC1)O,6.60737502,0.65143134,212.09
CC1COCOO1,8.69881248,1.62612936,169.06
CCOCOC[C@H](C)CCCO,8.80493538,1.78531371,170.86
CC(C(CF)O)C(C)(C)F,8.2803073,1.19619556,177.86
CC[C@H]1[C@@]2([C@@H]1O)CCO2,7.55513415,1.61116331,188.76
CC[C@H]1OCO1,8.57445821,1.83728672,172.67
CC[C@H]1[C@@](O1)(C)[C@@H](C)O,8.15323193,1.31456341,175.89
